_c0,Player,height,weight,collage,born,birth_city,birth_state,First_Name,Last_Name
2315,Aaron Williams,206,99,Xavier University,1971,Evanston,Illinois,Aaron,Williams
2316,Luther Wright,218,122,Seton Hall University,1971,Jersey City,New Jersey,Luther,Wright
2317,Derrick Alston,211,102,Duquesne University,1972,Bronx,New York,Derrick,Alston
2318,Darrell Armstrong,183,77,Fayetteville State University,1968,Gastonia,North Carolina,Darrell,Armstrong
2319,Sergei Bazarevich,188,76,Unknown,1965,Moscow,Russia,Sergei,Bazarevich
2320,Elmer Bennett,183,77,University of Notre Dame,1970,Evanston,Illinois,Elmer,Bennett
2321,James Blackwell,183,86,Dartmouth College,1968,Mount Kisco,New York,James,Blackwell
2322,Tim Breaux,201,97,University of Wyoming,1970,Baton Rouge,Louisiana,Tim,Breaux
2323,Chris Childs,190,88,Boise State University,1967,Bakersfield,California,Chris,Childs
2324,Bill Curley,206,99,Boston College,1972,Boston,Massachusetts,Bill,Curley
2325,Yinka Dare,213,120,George Washington University,1972,Kano,Nigeria,Yinka,Dare
2326,Tony Dumas,198,86,University of Missouri-Kansas City,1972,Chicago,Illinois,Tony,Dumas
2327,Howard Eisley,188,80,Boston College,1972,Detroit,Michigan,Howard,Eisley
2328,Matt Fish,211,106,University of North Carolina at Wilmington,1969,Washington,Iowa,Matt,Fish
2329,Brian Grant,206,115,Xavier University,1972,Columbus,Ohio,Brian,Grant
2330,Darrin Hancock,201,92,University of Kansas,1971,Birmingham,Alabama,Darrin,Hancock
2331,Jerome Harmon,193,86,University of Louisville,1969,Gary,Indiana,Jerome,Harmon
2332,Grant Hill,203,102,Duke University,1972,Dallas,Texas,Grant,Hill
2333,Tom Hovasse,203,92,Pennsylvania State University,1967,Durango,Colorado,Tom,Hovasse
2334,Juwan Howard,206,108,University of Michigan,1973,Chicago,Illinois,Juwan,Howard
2335,Askia Jones,196,90,Kansas State University,1971,Philadelphia,Pennsylvania,Askia,Jones
2336,Eddie Jones,208,102,"University of Nevada, Reno",1956,Fort Rucker,Alabama,Eddie,Jones
2337,Jason Kidd,193,92,University of California,1973,San Francisco,California,Jason,Kidd
2338,Antonio Lang,211,111,University of Arkansas,1966,Pine Bluff,Arkansas,Antonio,Lang
2339,Ryan Lorthridge,193,86,Jackson State University,1972,Nashville,Tennessee,Ryan,Lorthridge
2340,Donyell Marshall,206,98,University of Connecticut,1973,Reading,Pennsylvania,Donyell,Marshall
2341,Darrick Martin,180,77,"University of California, Los Angeles",1971,Denver,Colorado,Darrick,Martin
2342,Jim McIlvaine,216,108,Marquette University,1972,Racine,Wisconsin,Jim,McIlvaine
2343,Aaron McKie,196,94,Temple University,1972,Philadelphia,Pennsylvania,Aaron,McKie
2344,Anthony Miller,206,102,Michigan State University,1971,Benton Harbor,Michigan,Anthony,Miller
2345,Greg Minor,198,95,University of Louisville,1971,Sandersville,Georgia,Greg,Minor
2346,Eric Mobley,211,106,University of Pittsburgh,1970,Bronx,New York,Eric,Mobley
2347,Eric Montross,213,122,University of North Carolina,1971,Indianapolis,Indiana,Eric,Montross
2348,Dwayne Morton,201,88,University of Louisville,1971,Louisville,Kentucky,Dwayne,Morton
2349,Lamond Murray,201,107,University of California,1973,Pasadena,California,Lamond,Murray
2350,Ivano Newbill,206,111,Georgia Institute of Technology,1970,Sedalia,Missouri,Ivano,Newbill
2351,Julius Nwosu,208,115,Liberty University,1971,Nkwere,Nigeria,Julius,Nwosu
2352,Wesley Person,198,88,Auburn University,1971,Crenshaw,Alabama,Wesley,Person
2353,Derrick Phelps,193,82,University of North Carolina,1972,Queens,New York,Derrick,Phelps
2354,Eric Piatkowski,201,97,University of Nebraska,1970,Steubenville,Ohio,Eric,Piatkowski
2355,Eldridge Recasner,190,86,University of Washington,1967,New Orleans,Louisiana,Eldridge,Recasner
2356,Khalid Reeves,190,90,University of Arizona,1972,Queens,New York,Khalid,Reeves
2357,Glenn Robinson,201,102,Purdue University,1973,Gary,Indiana,Glenn,Robinson
2358,Carlos Rogers,211,99,Tennessee State University,1971,Detroit,Michigan,Carlos,Rogers
2359,Jalen Rose,203,95,University of Michigan,1973,Detroit,Michigan,Jalen,Rose
2360,Clifford Rozier,211,111,University of Louisville,1972,Bradenton,Florida,Clifford,Rozier
2361,Trevor Ruffin,185,83,University of Hawaii,1970,Buffalo,New York,Trevor,Ruffin
2362,Dickey Simpkins,206,112,Providence College,1972,Fort Washington,Maryland,Dickey,Simpkins
2363,Reggie Slater,201,97,University of Wyoming,1970,Houston,Texas,Reggie,Slater
2364,Mark Strickland,206,95,Temple University,1970,Atlanta,Georgia,Mark,Strickland
2365,Aaron Swinson,196,104,Auburn University,1971,Brunswick,Georgia,Aaron,Swinson
2366,Zan Tabak,213,111,Unknown,1970,Split,Croatia,Zan,Tabak
2367,Brooks Thompson,193,87,Oklahoma State University,1970,Dallas,Texas,Brooks,Thompson
2368,Anthony Tucker,203,99,Wake Forest University,1969,Washington,District of Columbia,Anthony,Tucker
2369,B.J. Tyler,203,99,Unknown,1969,Unknown,Unknown,B.J.,Tyler
2370,Fred Vinson,193,86,Georgia Institute of Technology,1971,Murfreesboro,North Carolina,Fred,Vinson
2371,Charlie Ward,188,86,Florida State University,1970,Thomasville,Georgia,Charlie,Ward
2372,Jamie Watson,201,86,University of South Carolina,1972,Elm City,North Carolina,Jamie,Watson
2373,Monty Williams,203,102,University of Notre Dame,1971,Fredericksburg,Virginia,Monty,Williams
2374,Dontonio Wingfield,203,116,University of Cincinnati,1974,Albany,Georgia,Dontonio,Wingfield
2375,Sharone Wright,211,117,Clemson University,1973,Macon,Georgia,Sharone,Wright
2376,Cory Alexander,185,83,University of Virginia,1973,Waynesboro,Virginia,Cory,Alexander
2377,Jerome Allen,193,83,University of Pennsylvania,1973,Philadelphia,Pennsylvania,Jerome,Allen
2378,John Amaechi,208,122,Pennsylvania State University,1970,Boston,Massachusetts,John,Amaechi
2379,Ashraf Amaya,203,104,Southern Illinois University,1971,Oak Park,Illinois,Ashraf,Amaya
2380,Brent Barry,198,83,Oregon State University,1971,Hempstead,New York,Brent,Barry
2381,Corey Beck,185,86,University of Arkansas,1971,Memphis,Tennessee,Corey,Beck
2382,Mario Bennett,198,106,Arizona State University,1973,Denton,Texas,Mario,Bennett
2383,Travis Best,180,82,Georgia Institute of Technology,1972,Springfield,Massachusetts,Travis,Best
2384,Melvin Booker,185,83,University of Missouri,1972,Pascagoula,Mississippi,Melvin,Booker
2385,Donnie Boyce,196,88,University of Colorado,1973,Chicago,Illinois,Donnie,Boyce
2386,Marques Bragg,203,104,Providence College,1970,East Orange,New Jersey,Marques,Bragg
2387,Junior Burrough,203,109,University of Virginia,1973,Charlotte,North Carolina,Junior,Burrough
2388,Jason Caffey,203,115,University of Alabama,1973,Mobile,Alabama,Jason,Caffey
2389,Chris Carr,196,93,Southern Illinois University,1974,Ironton,Missouri,Chris,Carr
2390,Randolph Childress,188,85,Wake Forest University,1972,Washington,District of Columbia,Randolph,Childress
2391,Robert Churchwell,198,88,Georgetown University,1972,South Bend,Indiana,Robert,Churchwell
2392,Charles Claxton,213,120,University of Georgia,1970,St. Thomas,U.S. Virgin Islands,Charles,Claxton
2393,John Coker,213,114,Boise State University,1971,Richland,Washington,John,Coker
2394,Rastko Cvetkovic,216,117,Unknown,1970,Belgrade,Serbia,Rastko,Cvetkovic
2395,Sasha Danilovic,196,90,Unknown,1970,Sarajevo,Bosnia and Herzegovina,Sasha,Danilovic
2396,Andrew DeClercq,208,104,University of Florida,1973,Detroit,Michigan,Andrew,DeClercq
2397,Tyus Edney,178,68,"University of California, Los Angeles",1973,Gardena,California,Tyus,Edney
2398,Vincenzo Esposito,190,89,Unknown,1969,Caserta,Italy,Vincenzo,Esposito
2399,Michael Finley,201,97,University of Wisconsin,1973,Melrose Park,Illinois,Michael,Finley
2400,Sherell Ford,201,95,University of Illinois at Chicago,1972,Baton Rouge,Louisiana,Sherell,Ford
2401,Kevin Garnett,211,108,Unknown,1976,Mauldin,South Carolina,Kevin,Garnett
2402,Anthony Goldwire,185,82,University of Houston,1971,West Palm Beach,Florida,Anthony,Goldwire
2403,Thomas Hamilton,218,149,University of Pittsburgh,1975,Chicago,Illinois,Thomas,Hamilton
2404,Alvin Heggs,203,102,University of Texas at Austin,1967,Jacksonville,Florida,Alvin,Heggs
2405,Alan Henderson,206,106,Indiana University,1972,Indianapolis,Indiana,Alan,Henderson
2406,Fred Hoiberg,193,92,Iowa State University,1972,Lincoln,Nebraska,Fred,Hoiberg
2407,Darryl Johnson,201,95,Syracuse University,1970,Morgan City,Louisiana,Darryl,Johnson
2408,Frankie King,185,83,Western Carolina University,1972,Baxley,Georgia,Frankie,King
2409,Jimmy King,188,79,University of Tulsa,1941,Tulsa,Oklahoma,Jimmy,King
2410,Voshon Lenard,193,92,University of Minnesota,1973,Detroit,Michigan,Voshon,Lenard
2411,Cedric Lewis,208,106,University of Maryland,1969,Washington,District of Columbia,Cedric,Lewis
2412,Martin Lewis,196,95,Seward County Community College,1975,Liberal,Kansas,Martin,Lewis
2413,Rich Manning,211,114,University of Washington,1970,Tacoma,Washington,Rich,Manning
2414,Donny Marshall,206,98,University of Connecticut,1973,Reading,Pennsylvania,Donny,Marshall
2415,Cuonzo Martin,196,96,Purdue University,1971,St. Louis,Missouri,Cuonzo,Martin
2416,Clint McDaniel,193,81,University of Arkansas,1972,Tulsa,Oklahoma,Clint,McDaniel
2417,Antonio McDyess,206,99,University of Alabama,1974,Quitman,Mississippi,Antonio,McDyess
2418,Loren Meyer,208,116,Iowa State University,1972,Emmetsburg,Iowa,Loren,Meyer
2419,Lawrence Moten,196,83,Syracuse University,1972,Washington,District of Columbia,Lawrence,Moten
2420,Todd Mundt,213,113,Delta State University,1970,Iowa City,Iowa,Todd,Mundt
2421,Howard Nathan,180,79,University of Louisiana at Monroe,1972,Peoria,Illinois,Howard,Nathan
2422,Ed O'Bannon,203,100,"University of California, Los Angeles",1972,Los Angeles,California,Ed,O'Bannon
2423,Greg Ostertag,218,127,University of Kansas,1973,Dallas,Texas,Greg,Ostertag
2424,Cherokee Parks,196,95,Idaho State University,1973,Unknown,Unknown,Cherokee,Parks
2425,Theo Ratliff,208,102,University of Wyoming,1973,Demopolis,Alabama,Theo,Ratliff
2426,Bryant Reeves,213,124,Oklahoma State University,1973,Fort Smith,Arkansas,Bryant,Reeves
2427,Don Reid,203,113,Georgetown University,1973,Washington,District of Columbia,Don,Reid
2428,Terrence Rencher,190,83,University of Texas at Austin,1973,Bronx,New York,Terrence,Rencher
2429,Shawn Respert,185,88,Michigan State University,1972,Detroit,Michigan,Shawn,Respert
2430,Lou Roe,201,99,University of Massachusetts Amherst,1972,Atlantic City,New Jersey,Lou,Roe
2431,Stefano Rusconi,206,108,Unknown,1968,Bassanod'Grappa,Italy,Stefano,Rusconi
2432,Arvydas Sabonis*,221,126,Unknown,1964,Kaunas,Lithuania,Arvydas,Sabonis*
2433,Joe Smith,213,106,University of Southern Colorado,1944,Columbus,Mississippi,Joe,Smith
2434,Eric Snow,190,86,Michigan State University,1973,Canton,Ohio,Eric,Snow
2435,Jerry Stackhouse,198,98,University of North Carolina,1974,Kinston,North Carolina,Jerry,Stackhouse
2436,Damon Stoudamire,178,77,University of Arizona,1973,Portland,Oregon,Damon,Stoudamire
2437,Bob Sura,196,90,Florida State University,1973,Wilkes-Barre,Pennsylvania,Bob,Sura
2438,Larry Sykes,206,115,Xavier University,1973,Toledo,Ohio,Larry,Sykes
2439,Kurt Thomas,206,104,Texas Christian University,1972,Dallas,Texas,Kurt,Thomas
2440,Gary Trent,203,113,Ohio University,1974,Columbus,Ohio,Gary,Trent
2441,Logan Vander,203,97,University of Wisconsin-Green Bay,1971,Valders,Wisconsin,Logan,Vander
2442,David Vaughn,211,99,Oral Roberts University,1952,Nashville,Tennessee,David,Vaughn
2443,Rasheed Wallace,208,102,University of North Carolina,1974,Philadelphia,Pennsylvania,Rasheed,Wallace
2444,Jeff Webster,203,105,University of Oklahoma,1971,Pine Bluff,Arkansas,Jeff,Webster
2445,Dwayne Whitfield,206,108,Jackson State University,1972,Aberdeen,Mississippi,Dwayne,Whitfield
2446,Eric Williams,203,99,Providence College,1972,Newark,New Jersey,Eric,Williams
2447,Corliss Williamson,188,86,Oklahoma State University,1970,Twiggs,Georgia,Corliss,Williamson
2448,George Zidek,213,113,"University of California, Los Angeles",1973,Zlin,Czech Republic,George,Zidek
2449,Shareef Abdur-Rahim,206,102,University of California,1976,Marietta,Georgia,Shareef,Abdur-Rahim
2450,Ray Allen,203,99,Florida State University,1965,Milton,Florida,Ray,Allen
2451,Shandon Anderson,198,94,University of Georgia,1973,Atlanta,Georgia,Shandon,Anderson
2452,Dexter Boney,193,83,"University of Nevada, Las Vegas",1970,Wilmington,Delaware,Dexter,Boney
2453,Bruce Bowen,201,83,"California State University, Fullerton",1971,Merced,California,Bruce,Bowen
2454,Mark Bradtke,208,120,Unknown,1968,Adelaide,Australia,Mark,Bradtke
2455,Marcus Brown,190,83,Murray State University,1974,West Memphis,Arkansas,Marcus,Brown
2456,Kobe Bryant,198,96,Unknown,1978,Philadelphia,Pennsylvania,Kobe,Bryant
2457,Marcus Camby,211,99,University of Massachusetts Amherst,1974,Hartford,Connecticut,Marcus,Camby
2458,Jimmy Carruth,208,120,Virginia Polytechnic Institute and State University,1969,El Paso,Texas,Jimmy,Carruth
2459,Erick Dampier,211,120,Mississippi State University,1975,Jackson,Mississippi,Erick,Dampier
2460,Ben Davis,206,108,University of Arizona,1972,Vero Beach,Florida,Ben,Davis
2461,Emanual Davis,193,88,Delaware State University,1968,Philadelphia,Pennsylvania,Emanual,Davis
2462,Tony Delk,185,85,University of Kentucky,1974,Covington,Tennessee,Tony,Delk
2463,Aleksandar Djordjevic,188,89,Unknown,1967,Belgrade,Serbia,Aleksandar,Djordjevic
2464,Nate Driggers,196,97,University of Montevallo,1973,Chicago,Illinois,Nate,Driggers
2465,Brian Evans,203,99,Indiana University,1973,Rockford,Illinois,Brian,Evans
2466,Jamie Feick,206,115,Michigan State University,1974,Lexington,Ohio,Jamie,Feick
2467,Derek Fisher,185,90,University of Arkansas at Little Rock,1974,Little Rock,Arkansas,Derek,Fisher
2468,Todd Fuller,193,81,Pepperdine University,1958,Detroit,Michigan,Todd,Fuller
2469,Dean Garrett,208,102,Indiana University,1966,Los Angeles,California,Dean,Garrett
2470,Reggie Geary,188,84,University of Arizona,1973,Trenton,New Jersey,Reggie,Geary
2471,Devin Gray,201,108,Clemson University,1972,Baltimore,Maryland,Devin,Gray
2472,Evric Gray,201,106,"University of Nevada, Las Vegas",1969,Bloomington,California,Evric,Gray
2473,Darvin Ham,201,99,Texas Tech University,1973,Saginaw,Michigan,Darvin,Ham
2474,Steve Hamer,213,111,University of Tennessee,1973,Memphis,Tennessee,Steve,Hamer
2475,Othella Harrington,206,106,Georgetown University,1974,Jackson,Mississippi,Othella,Harrington
2476,Michael Hawkins,183,80,Xavier University,1972,Canton,Ohio,Michael,Hawkins
2477,Shane Heal,183,81,Unknown,1970,Melbourne,Australia,Shane,Heal
2478,Mark Hendrickson,206,99,Washington State University,1974,Mount Vernon,Washington,Mark,Hendrickson
2479,Allen Iverson*,183,74,Georgetown University,1975,Hampton,Virginia,Allen,Iverson*
2480,Kerry Kittles,196,81,Villanova University,1974,Dayton,Ohio,Kerry,Kittles
2481,Travis Knight,213,106,University of Connecticut,1974,Salt Lake City,Utah,Travis,Knight
2482,Priest Lauderdale,224,147,Central State University,1973,Chicago,Illinois,Priest,Lauderdale
2483,Randy Livingston,193,94,Louisiana State University,1975,New Orleans,Louisiana,Randy,Livingston
2484,Horacio Llamas,211,129,Grand Canyon University,1973,El Rosario,Mexico,Horacio,Llamas
2485,Matt Maloney,190,87,University of Pennsylvania,1971,Silver Spring,Maryland,Matt,Maloney
2486,Stephon Marbury,188,81,Georgia Institute of Technology,1977,Brooklyn,New York,Stephon,Marbury
2487,Walter McCarty,208,104,University of Kentucky,1974,Evansville,Indiana,Walter,McCarty
2488,Amal McCaskill,211,106,Marquette University,1973,Maywood,Illinois,Amal,McCaskill
2489,Jeff McInnis,193,86,University of North Carolina,1974,Charlotte,North Carolina,Jeff,McInnis
2490,Martin Muursepp,206,106,Unknown,1974,Tallinn,Estonia,Martin,Muursepp
2491,Steve Nash,190,88,Santa Clara University,1974,Johannesburg,South Africa,Steve,Nash
2492,Ruben Nembhard,190,94,Weber State University,1972,Bronx,New York,Ruben,Nembhard
2493,Gaylon Nickerson,190,86,Northwestern Oklahoma State University,1969,Osecola,Arkansas,Gaylon,Nickerson
2494,Moochie Norris,185,79,University of West Florida,1973,Washington,District of Columbia,Moochie,Norris
2495,Jermaine O'Neal,211,102,Unknown,1978,Columbia,South Carolina,Jermaine,O'Neal
2496,Ray Owes,206,101,University of Arizona,1972,San Bernardino,California,Ray,Owes
2497,Vitaly Potapenko,208,127,Wright State University,1975,Kiev,Ukraine,Vitaly,Potapenko
2498,Chris Robinson,196,90,Western Kentucky University,1974,Columbus,Georgia,Chris,Robinson
2499,Roy Rogers,201,106,Wake Forest University,1971,Durham,North Carolina,Roy,Rogers
2500,Malik Rose,201,113,Drexel University,1974,Philadelphia,Pennsylvania,Malik,Rose
2501,Kevin Salvadori,213,104,University of North Carolina,1970,Wheeling,West Virginia,Kevin,Salvadori
2502,Jason Sasser,201,102,Texas Tech University,1974,Denton,Texas,Jason,Sasser
2503,Brent Scott,208,113,Rice University,1971,Jackson,Michigan,Brent,Scott
2504,James Scott,198,81,St. John's University,1972,Paterson,New Jersey,James,Scott
2505,Shawnelle Scott,208,113,St. John's University,1972,New York,New York,Shawnelle,Scott
2506,Stevin Smith,201,90,Michigan State University,1969,Highland Park,Michigan,Stevin,Smith
2507,Matt Steigenga,201,102,Michigan State University,1970,Grand Rapids,Michigan,Matt,Steigenga
2508,Joe Stephens,201,95,University of Arkansas at Little Rock,1973,Riverside,California,Joe,Stephens
2509,Erick Strickland,190,95,University of Nebraska,1973,Opelika,Alabama,Erick,Strickland
2510,Brett Szabo,211,104,Augustana College (SD),1968,Postville,Iowa,Brett,Szabo
2511,Antoine Walker,193,86,Niagara University,1955,Long Island City,New York,Antoine,Walker
2512,Samaki Walker,206,108,University of Louisville,1976,Columbus,Ohio,Samaki,Walker
2513,Ben Wallace,206,108,Virginia Union University,1974,White Hall,Alabama,Ben,Wallace
2514,John Wallace,203,102,Syracuse University,1974,Rochester,New York,John,Wallace
2515,Donald Whiteside,178,72,Northern Illinois University,1969,Chicago,Illinois,Donald,Whiteside
2516,Jerome Williams,206,93,Georgetown University,1973,Washington,District of Columbia,Jerome,Williams
2517,Lorenzen Wright,188,92,Colorado State University,1945,Newark,New Jersey,Lorenzen,Wright
2518,Tariq Abdul-Wahad,198,101,San Jose State University,1974,Maisons Alfort,France,Tariq,Abdul-Wahad
2519,Derek Anderson,196,87,University of Kentucky,1974,Louisville,Kentucky,Derek,Anderson
2520,Chris Anstey,213,112,Unknown,1975,Melbourne,Australia,Chris,Anstey
